Location,Date_Time,Temperature_C,Humidity_pct,Precipitation_mm,Wind_Speed_kmh
San Diego,2024-01-14 21:12:46,10.683001094715387,41.195753566944475,4.02011871570867,8.233540246873023
San Diego,2024-05-17 15:22:10,8.734139782353598,58.31910739552024,9.111623448229377,27.71516125689249
San Diego,2024-05-11 09:30:59,11.632436312930885,38.82017526915946,4.607511377146035,28.732951288236187
Philadelphia,2024-02-26 17:32:39,-8.62897589569391,54.07447397596174,3.183719747807655,26.367302672536635
San Antonio,2024-04-29 13:23:51,39.808212974631594,72.89990795294305,9.598282136749663,29.898621669296094
San Diego,2024-01-21 08:54:56,27.341054869123994,49.02323606834762,9.166543302732745,27.47389608451584
San Jose,2024-01-13 02:10:54,1.881883367968177,65.74232453691016,0.2217090431972102,1.0731117811228597
New York,2024-01-25 19:04:34,-6.894765540954558,30.80489400823282,8.027623514181629,16.84833686516356
New York,2024-03-29 05:20:30,0.9635448943544382,38.81915764095648,3.6401291687401525,7.989023971699378
San Jose,2024-05-18 09:14:02,-1.6070880384255215,82.19870131323366,4.101492971518511,25.647282070436546
New York,2024-03-04 13:47:15,35.14555906501712,54.7528656584597,8.349194966148637,25.430310019530673
Houston,2024-03-07 22:03:36,15.816763568100587,80.11990203459081,3.7600041861580316,16.75213220623646
Dallas,2024-02-27 21:07:10,32.016897607941914,53.1943706422686,3.552671054425888,3.0501963855642513
Houston,2024-05-09 00:53:10,38.641269264068626,85.95272555594032,0.4707818426036259,20.77926401089995
Houston,2024-05-12 15:57:55,39.66677191836734,72.74702581150828,1.2637221588915803,6.479492097370642
Philadelphia,2024-03-09 01:51:24,28.290114688292803,35.2391696910979,9.347204732507425,14.06676464016529
San Antonio,2024-02-10 15:05:28,16.349789500368708,65.81260731013612,0.10909021772622318,6.597039039560281
Chicago,2024-01-06 02:59:46,26.78681109139223,31.51361442291757,0.49602400120316803,22.98009530460454
San Antonio,2024-05-08 16:20:53,35.179547637905685,35.08307099633185,9.597294106069914,4.507862705791494
San Diego,2024-01-31 05:38:46,14.605819227647064,66.64223518154034,1.515637132483002,29.43189020085438
San Diego,2024-01-25 12:59:32,33.02335071647172,52.6074849485407,0.21214268717147933,16.73332489134158
New York,2024-02-19 12:26:07,-7.383810968998663,54.0899734429906,1.9057305968088678,6.637064359922473
San Antonio,2024-02-14 04:43:05,30.73968441192521,85.60377942511762,9.250558827213627,24.375951921426765
San Jose,2024-04-22 03:13:26,34.53965432610343,57.79300984762182,3.5835595492702277,13.044745018260222
Houston,2024-01-11 02:53:59,-5.23630043714083,58.05429591894435,4.072880333901243,24.754053062706127
San Jose,2024-03-05 21:38:36,-1.7332000562731906,47.973206185785685,7.066381499617146,3.430740851987869
San Diego,2024-03-27 10:44:36,24.31272428565145,57.86927948562642,9.693765836797496,23.947187795090418
San Antonio,2024-02-08 20:45:03,3.0179508358924885,49.86821775161086,6.90661415717292,6.212007745123334
New York,2024-01-04 21:41:10,14.568327961896596,41.35017963841481,3.3427646873902006,4.781285854817266
Los Angeles,2024-02-15 20:47:24,-2.409511389244048,46.834004321948996,4.550642656193359,7.437357098491817
New York,2024-02-02 02:17:13,-2.8620631459722787,53.3951721001782,5.473386906173373,28.51943017367673
Dallas,2024-02-22 14:16:18,12.865779477378407,44.72591150066254,4.809864948521256,5.567550044816557
Chicago,2024-04-16 00:07:29,17.587820198810913,32.81792253646568,0.1288031166572967,0.23414640021397592
Houston,2024-02-29 23:17:01,7.63037682806306,33.5236106765015,2.4627477926826624,13.23269632825726
Philadelphia,2024-04-20 09:34:59,0.35137325748717885,88.01515668253387,1.7953744815661044,21.66546591825598
Dallas,2024-03-22 02:34:26,17.439494910085937,56.21016081308783,9.728970819941186,9.497026568051362
Philadelphia,2024-03-16 23:47:55,23.405680835584207,78.91450560409442,7.767704375255718,3.6757920632322802
Phoenix,2024-01-29 07:08:28,1.5126267854927455,89.41784602344461,5.210117250806438,7.332915455113817
Chicago,2024-04-01 03:12:48,-2.562659564252881,30.356592686806113,2.624327940593112,2.601357172764515
New York,2024-04-21 10:17:28,8.863085501621878,71.49254432410874,4.878106976166015,21.90418631416185
Dallas,2024-04-03 22:07:55,6.51428359633557,42.00601480863101,1.40519717021102,18.3857666424378
New York,2024-02-19 19:53:31,38.545534455085715,40.45083027570128,1.1234944722685125,13.262019553227326
Philadelphia,2024-05-18 02:32:21,-2.015243206241837,36.062192938638816,6.664136009247096,18.623464960477232
San Diego,2024-01-24 12:04:12,-6.853765398095199,84.66678016810256,9.027690729811443,18.23363186115423
San Diego,2024-03-03 11:02:14,35.666564603431475,74.06095593366784,1.328726429113336,24.161295342886774
Chicago,2024-04-03 12:07:38,7.166149704623312,50.37727255787604,4.669552853434745,11.841165344730499
Phoenix,2024-03-24 22:44:11,34.45364756018925,59.57697278853084,4.514322759604513,20.487150456793035
Chicago,2024-04-05 13:22:42,38.386233259031194,74.04971233524493,6.792912658106635,3.292467221763389
Philadelphia,2024-03-26 12:45:39,7.106603067429777,79.17732292186865,5.767120386880437,22.36447863070887
San Jose,2024-05-08 20:16:57,35.09744038143385,40.225819749904346,6.088405818629776,20.01338012524588
San Diego,2024-02-10 22:46:21,-5.8558237543535085,52.263137824539115,7.113659331615052,2.263166801598274
Phoenix,2024-03-31 18:02:37,4.644342012817502,44.42040499281212,1.9760095400373368,19.34360602351551
San Antonio,2024-03-15 00:09:26,25.81876555515251,56.58720204534033,2.8102420121675955,17.783903920322704
New York,2024-03-27 22:42:17,-0.07198212071665466,57.84436962230707,6.440449130053189,20.61742321997501
New York,2024-02-19 22:13:16,19.499704123226156,30.726905592601316,0.9612908844981383,9.214481930181073
